,Parcel ID,Description,Location,Assessed Value,Total Parcel Acres
376,RO098.,LAND & HOUSE,98 ROUTE 129,215200,10.33
377,GP007.B,TERRY FLEETWOOD,7B GOOSEPOINT CAMPGROUND,5000,
378,PF055.,LOT & HOUSE,55 POOR FARM ROAD,219100,1.02
379,PF073.,LOT & HOUSE,73 POOR FARM ROAD,186300,0.22
380,PF027.,LOT & HOUSE,27 POOR FARM ROAD,656800,2.11
381,PF070.,LAND & HOUSE,70 POOR FARM ROAD,339400,10.1
382,RS139.,LOT & HOUSE,1311 US ROUTE 2 SOUTH,103400,1.0
383,LS040.,LOT,356 LAKE STREET,22800,0.19
384,SM009.,LOT & BUILDING,75 SOUTH MAIN,129100,0.33
385,ATA23.,89 WOODLAND,23A ALBURGH  RV  RESORT,8100,
386,RU010.,LOT & HOUSE,50 ROCHLEAU LANE,211700,0.42
387,CS002.,LOT & HOUSE,14 CLELAND SOUTH,251900,0.33
388,GP154.,CHALLENGER,154 GOOSEPOINT CAMPGROUND,4900,
389,BL061.,LAND & HOUSE,615 BLUE ROCK ROAD,473800,4.47
390,LS015.,LOT & MHOME,153 LAKE STREET,91200,0.29
391,GR109.,LAND & HOUSE,3032 GREENWOODS ROAD,148000,12.43
392,TD006.,LAND & HOUSE,110 TRESTLE DRIVE,386900,3.3
393,GP065.,94 TERRY,65 GOOSEPOINT CAMPGROUND,3800,
394,ATF06.,08 EDGEWATER,6F ALBURGH  RV RESORT,8000,
395,RN286.,LOT & HOUSE & BUSINESS,7 HUNTER FARM ROAD,126900,2.5
396,RS468.,LOT & HOUSE,4422 US ROUTE 2 SOUTH,100800,2.69
397,RS113.,LOT & MHOME & AUTO REPAIR BUSINESS,1081 US ROUTE 2 SOUTH,135700,0.62
398,ATF09.,97 WOODLAND PARK,9F ALBURGH  RV  RESORT,9800,
399,RS107.,LAND,107 US ROUTE 2 SOUTH,36000,0.51
400,MR013.B,LOT & GARAGE,49 MARTELL ROAD,120900,2.13
401,PF078.,LAND & HOUSE,78 POOR FARM ROAD,207600,10.2
402,MR013.,LAND & STORAGE UNITS,51 MARTELL ROAD,84900,15.21
403,TR044.,LOT & MHOME,412 TRUCK ROUTE,125500,3.24
404,EA027.A-B,LOT & HOUSE APT,285A-B EAST ALBURGH  RD,116800,0.5
405,PF072.A,LOT & HOUSE,72A POOR FARM ROAD,114200,0.45
406,HN009.,LOT & MHOME,79 HUNTER NORTH,201000,0.28
407,BS005.,LOT & HOUSE,47 BOURDEAU SOUTH,170300,0.38
408,AD028.,LAND,557 BAY ROAD,170200,3.5
409,BD081.,LOT & HOUSE,779 BORDER ROAD,160600,1.0
410,TR019.,MHOME,187 TRUCK ROUTE,25500,
411,TR187.,LAND,187 TRUCK ROUTE,60900,13.4
412,RS149.,LOT & HOUSE,1409 US ROUTE 2 SOUTH,153100,1.0
413,WO009.,LOTS & DGR,95 WOOD LANE,20300,1.0
414,WX005.,LOT,5 WINTER'S LANE EXT,113800,0.23
415,RS215.,LAND & MHOME,2045 US ROUTE 2 SOUTH,84600,10.12
416,RS449.,LAND & HOUSE,4309 US ROUTE 2 SOUTH,220700,20.29
417,CD020.,LOT & HOUSE,180 CEDAR LANE,121900,0.17
418,BL001.,LAND & HOUSE,464 BLUE ROCK ROAD,1176100,184.83
419,BD159.,HOUSE & LAND,1531 BORDER ROAD,139400,14.7
420,RT140.,LAND & HOUSE,1330 ROUTE 78,177200,3.54
421,CS021.,LOT & MHOME,167 CLELAND SOUTH,98400,0.46
422,MG011.,LAND & HOUSE,111 MCGREGOR POINT,470000,10.2
423,MG017.,LAND,17 MCGREGOR POINT,276000,10.2
424,GP133.,2013 FOREST RIVER 392FLFB,133 GOOSEPOINT CAMPGROUND,12800,
425,PF122.,LOT & HOUSE,122 POOR FARM ROAD,397100,1.74
426,KF022.A,LOT & HOUSE,197 KIRK & FITTS,139800,0.17
427,WL012.,LOT & HOUSE,106 WINTER'S LANE,120800,0.46
428,DD008.,LOT & MHOME,147 DESO DRIVE,99200,0.38
429,TW006.,LOT & HOUSE,264 TERRAPIN LANE,231400,1.5
430,LS033.,LOT & MHOME,301 LAKE STREET,89800,0.5
431,RS156.,LOT & HOUSE,1466 US ROUTE 2 SOUTH,151800,1.0
432,MU014.,LOT & HOUSE,128 WOOD LANE,148600,1.0
433,BU060.,LAND & MHOME,570 BOUTAH ROAD,117000,12.43
434,PD006.,LOT & HOUSE,52 PAULINE DRIVE,79600,0.25
435,HR024.,LOT & HOUSE,224 HENRY ROAD,113300,1.0
436,LS043.,LAND,421 LAKE STREET,118200,16.95
437,DR044.,LAND & HOUSE,491 DEER RUN LANE,231000,10.01
438,PF156.,LOT & HOUSE,156 POOR FARM ROAD,165200,0.22
439,NM054.,FARM & HOUSE & BARNS,518 NORTH MAIN STREET,307700,120.16
440,ATJ01.,2012 COACHMAN,1J ALBURGH  RV RESORT,9800,
441,MD017.,LOT & MHOME,171 MATTHIAS LANE,46900,0.26
442,WX008.,LOT & HOUSE,80 WINTER'S LANE EXT,196200,0.25
443,GP086.,2012 SILVERBACK,86 GOOSEPOINT CAMPGROUND,8000,
444,CE101.,LOT & HOUSE,101 CEDARVALE EST,223800,0.97
445,BY049.,LAND & HOUSE,485 BAY ROAD,296100,4.0
446,MP005.,LOT & MHOME,35 MUD POINT SOUTH,151900,0.2
447,SM076.,LOT & HOUSE,702 SOUTH MAIN,187300,0.2
448,RS505.,LAND,505 US ROUTE 2 SOUTH,29800,22.39
449,SM012.,LOT & BUILDING,88 SOUTH MAIN,91100,0.37
450,TR058.,LAND & HOUSE,556 TRUCK ROUTE,159000,3.0
451,TR060.,LAND & MHOME,580 TRUCK ROUTE,75900,5.5
452,ATC03.,2006 WOODLAND PARK,3C ALBURGH  RV RESORT,10300,
453,ATF15.,92 CHARIOT BY SUN EAGLE,15F ALBURGH  RV RESORT,7700,
454,ATA16.,2010 CEDAR CREEK,16A ALBURGH  RV RESORT,14000,
455,KF012.,LOT & HOUSE,124 KIRK & FITTS,167900,0.15
456,RS615.,LAND & HOUSE,5821 US ROUTE 2 SOUTH,204200,20.0
457,FH095.,LAND & HOUSE,889 FIRE HOUSE ROAD,560000,20.4
458,BT020.,MHOME,20 BRULEY TRAILER PRK,40900,
459,BT003.,CAMP UNLANDED,3 BRULEY TRAILER PRK,104600,
460,KF020.,LOT & HOUSE,188 KIRK & FITTS,143900,0.09
461,KF021.,LOT & IMPROVEMENTS,197 KIRK & FITTS,45000,0.15
462,CE063.,LOT & HOUSE,63 CEDARVALE EST,217300,0.86
463,RO020.,LOT & HOUSE,20 ROUTE 129,120100,2.58
464,RS274.,LOT & HOUSE,2584 US ROUTE 2 SOUTH,175200,2.0
465,ATE10.,92 WOODLAND PARK 38',10E ALBURGH  RV RESORT,4500,
466,ATA03.,2014 WOODLAND PARK,3A ALBURGH RV RESORT,36800,
467,BL051.,LAND & HOUSE,509 BLUE ROCK ROAD,556800,4.5
468,DO001.,LAND & MHOME,49 HAYLDE ROAD,75500,5.47
469,RS160.,LOT & HOUSE,1500 US ROUTE 2 SOUTH,92500,1.1
470,RS177.,LOT & HOUSE,1677 US ROUTE 2 SOUTH,179900,2.5
471,RS618.,LOT & HOUSE,5882 US ROUTE 2 SOUTH,137900,1.16
472,SU132.,LAND,132 SUMMIT ROAD,30300,51.2
473,RS259.,MHOME ON BLAIR,2465 US ROUTE 2 SOUTH,7400,
474,RS234.,LOT AND  BUILDING/STORE,35 TRUCK ROUTE,553100,1.44
475,RS787.,LOT & HOUSE,7459 US ROUTE 2 SOUTH,261900,0.55
476,FK105.,LOT & HOUSE,999 FISKE ROAD,356100,1.38
477,SA292.,LOT & HOUSE,2714 ALBURGH  SPRINGS ROAD,274900,1.14
478,BU104.,LAND & MHOME,968 BOUTAH ROAD,76200,10.2
479,ATG26.,92 PARK MODEL,26G ALBURGH  RV RESORT,4700,
480,ATC41.,HEARTLAND PRWLER,41C ALBURGH  RV  RESORT,4500,
481,CB025.,LOT & HOUSE,255 CENTER BAY RD,198500,0.31
482,FK009.,LOT & HOUSE,145 FISKE ROAD,218500,1.5
483,WS363.,LOT & HOUSE,3435 WEST SHORE RD,217600,0.57
484,PF203.,LOT,203 POOR FARM ROAD,22600,0.23
485,KF024.,LOT & HOUSE,216 KIRK & FITTS,174700,0.21
486,LR058.,LAND,58 LINE ROAD,17400,12.6
487,CD018.,LOT & HOUSE,174 CEDAR LANE,212100,0.28
488,CG002.,LAND & HOME,2 CARRIGAN HEIGHTS,335700,13.75
489,GP023.,2012 JAYCO JAYFLIGHT,23 GOOSEPOINT  CAMPGROUND,9900,
490,LR002.,LOT & HOUSE,1855 LINE ROAD,249200,1.5
491,SM062.A,LOT & MHOME,578 SOUTH MAIN,124100,0.25
492,NM044.,LOT & HOUSE,420 NORTH MAIN STREET,110000,0.5
493,HS006.,LOT & HOUSE,54 HUNTER SOUTH,198100,0.7
494,HS004.,LOT & MHOME,26 HUNTER SOUTH,127800,0.71
495,HN021.,LOT & HOUSE,211 HUNTER NORTH,230600,0.23
496,ATF01.,2011 WOODLAND PARK,1F ALBURGH  RV RESORT,16300,
497,ATE09.,94 WOODLAND PARK,9E ALBURGH  RV RESORT,9000,
498,ATA51.,KEYSTONE LARODO,51 ALBURGH  RV  RESORT,9800,
499,HS007.,LOT & HOUSE,75 HUNTER SOUTH,139000,0.29
500,BT007.,MHOME,7 BRULEY TRAILER PRK,42600,
501,CN013.,LOT & HOUSE,113 CLELAND NORTH,226500,0.19
502,CN015.,LOT & HOUSE,125 CLELAND NORTH,231600,0.51
503,BT018.,MHOME,BRULEY TRAILER PRK,48000,
504,GP004.B,PARK MODEL,4B GOOSEPOINT   CAMPGROUND,10000,
505,BT018.A,RV,18A BRULEY TRAILER PRK,11600,
506,RN090.,LAND,2025,130900,111.0
507,SM030.,LOT & HOUSE,228 SOUTH MAIN,98100,0.3
508,RS142.,LAND & HOUSE,1288 US ROUTE 2 SOUTH,185700,16.0
509,MR031.,LAND & MHOME,203 MARTELL ROAD,160900,12.0
510,SS018.,LOT & MHOME,152 SOWLES STREET,83300,0.44
511,MP021.,HOUSE,35 MUD POINT SOUTH,93200,
512,MP019.,LOT & HOUSE,131 MUD POINT SOUTH,188100,0.57
513,MP014.,LOT & CAMP,14 MUD POINT SOUTH,50200,0.49
514,CC248.,LOT & HOUSE,248 CENTER CEMETERY RD,283500,0.43
515,EA015.,LOT,183 EAST ALBURGH  RD,31000,0.14
516,GP033.,2016 PINNACLE JAYCO 36FBTS 5TH,33 GOOSEPOINT CAMPGROUND,30800,
517,RS497.,MOBILE HOME,4737 US ROUTE 2 SOUTH,51600,
518,VA006.A-D,LOT & DOUBLEWIDE,6A-D VANTINE AVENUE,79700,0.33
519,DO026.,LAND & MHOME,210 HAYLDE ROAD,89200,4.0
520,TR028.,LAND & HOUSE,276 TRUCK ROUTE,122200,8.0
521,GP120.,2003 HAWKEYE,120 GOOSEPOINT CAMPGROUND,3300,
522,RO212.,LOT & HOUSE,212 ROUTE 129,211200,0.5
523,WS242.,LOT & HOUSE,2322 WEST SHORE RD,76100,0.33
524,MN007.,LOT & HOUSE,53 MUD POINT NORTH,184500,0.25
525,GP034.,2007 DENALI,34 GOOSEPOINT   CAMPGROUND,10500,
526,RS130.,LOT & MHOME,1226 US ROUTE 2 SOUTH,78400,0.45
527,CU017.,LOT & HOUSE,85 CENTER BAY SOUTH,177000,0.26
528,RS796.,LAND & HOUSE,7532 US ROUTE 2 SOUTH,185500,12.0
529,ATE06.,90 WOODLAND,6E ALBURGH  RV RESORT,4500,
530,VA014.,LOT & MHOME,122 VANTINE AVENUE,80700,0.35
531,CD011.,LOT & HOUSE,117 CEDAR LANE,156700,0.17
532,LS008.,LOT & HOUSE,62 LAKE STREET,133900,1.36
533,SM038.,LOT & HOUSE,288 SOUTH MAIN,106600,0.25
534,KF003.,LOT & HOUSE,69 KIRK & FITTS,78800,0.2
535,SA166.,LOT & HOUSE,1516 ALBURGH  SPRINGS ROAD,128900,1.0
536,WS189.,LAND & HOUSE,1807 WEST SHORE RD,349100,10.1
537,ATB14.,92 WOOD-PRK,14B ALBURGH  RV RESORT,4500,
538,SM048.,LOT & HOUSE,21 MOTT STREET,203200,0.22
539,WS303.,LOT,2897 WEST SHORE RD,19600,0.39
540,WS305.,LOT,2905 WEST SHORE RD,22600,0.23
541,CS019.,LOT & MHOME,149 CLELAND SOUTH,98200,0.54
542,BY079.,LOT,2025,54900,4.36
543,RS253.,LAND & MHOME,2407 US ROUTE 2 SOUTH,93400,10.06
544,EA029.,LOT & HOUSE,265 EAST ALBURGH  RD,41600,0.11
545,SA100.,LOT & HOUSE,258 LADD'S WAY,421300,2.7
546,SM011.,LOT & HOUSE,87 SOUTH MAIN,104800,0.12
547,MC012.,LOT & HOUSE,90 MOTT STREET SOUTH,180100,0.56
548,RS301.,LOT & HOUSE,2855 US ROUTE 2 SOUTH,159400,1.67
549,PF132.,LAND & HOUSE,132 POOR FARM ROAD,191800,10.02
550,FH101.,LAND & HOUSE,967 FIRE HOUSE ROAD,197900,11.26
551,SM022.A-C,LOT & APT HOUSE,176 SOUTH MAIN,78800,0.1
552,SM020.A-D,LOT & APT HOUSE,164 SOUTH MAIN,111000,0.21
553,SA029.,MHOME,237 ALBURGH SPRINGS ROAD,44500,
554,SA119.,LAND & HOUSE,1073 ALBURGH  SPRINGS ROAD,198400,5.0
555,KN010.,LOT & HOUSE,76 KIRK & FITTS,215800,0.4
556,WS459.B,"CONDO,1/2 LAND",4345B WEST SHORE RD,244400,
557,TP005.,MHOME,21 BLAIRS TRAILER PRK,8500,
558,RS105.,BUILDING & LAND,969 US ROUTE 2 SOUTH,119200,0.44
559,CH012.,LOT & HOUSE,90 CHAMPLAIN STREET,101200,0.12
560,GP152.,06 NORTHSHORE,152 GOOSEPOINT CAMPGROUND,6200,
561,GP067.,KEYSTONE COUGAR,67 GOOSEPOINT   CAMPGROUND,6500,
562,JE007.,LOT & HOUSE,139 JENNY LANE,346900,0.86
563,WA055.,LAND & HOUSE,55 WAGNER POINT RD,680900,10.01
564,LS005.,LOT & HOUSE,49 LAKE STREET,131200,0.17
565,RS212.A,LAND & HOUSE,1996 US ROUTE 2 SOUTH,166100,3.0
566,PF046.,LOT & HOUSE,46 POOR FARM ROAD,162300,0.81
567,RO005.,LAND & BUILDING,5 ROUTE 129,49800,2.98
568,RT261.,LOT & BUILDING,2497 ROUTE 78,45000,1.2
569,SM033.,LOT & BUILDING,299 SOUTH MAIN,49200,0.09
570,PX229.,LOT & HOUSE,229 POOR FARM EXT,288800,1.11
571,GP135.,GULF STREAM 05,135 GOOSEPOINT CAMPGROUND,6300,
572,CP025.,LAND,25 COON POINT RD,94900,1.84
573,RO137.,LOT,137 ROUTE 129,9500,0.98
574,ATG28.,91 WOODLAND,28G ALBURGH  RV RESORT,4500,
575,CE085.,LOT & HOUSE,85 CEDARVALE EST,190800,0.48
576,BR055.,LAND & HOUSE,525 BLAIR ROAD,264200,77.5
577,SA268.,LOT & HOUSE,2512 ALBURGH  SPRINGS ROAD,203400,0.27
578,ATF27.,2009 KEYSTONE,27F ALBURGH  RV  RESORT,11800,
579,BA004.,LOT & HOUSE,66 BAKER STREET,167200,0.44
580,PF146.,LOT & HOUSE,146 POOR FARM ROAD,256400,0.41
581,WS236.,LOT & HOUSE,2226 WEST SHORE RD,455000,0.42
582,PF043.,LOT & HOUSE,43 POOR FARM ROAD,233200,0.46
583,WS403.,LAND & HOUSE,3815 WEST SHORE RD,437100,16.3
584,WS385.,LOT & HOUSE,3631 WEST SHORE RD,207100,0.57
585,RS572.,LOT & HOUSE,5410 US ROUTE 2 SOUTH,184100,2.73
586,ATE14.,90 WOODLAND,14E ALBURGH  RV RESORT,4500,
587,PF162.,LOT & HOUSE,162 POOR FARM ROAD,238800,0.26
588,BD011.,LAND & HOUSE,111 BORDER ROAD,309100,3.5
589,WS459.A,"CONDO,1/2 LAND",4345A WEST SHORE RD,257800,
590,GR082.,LAND & HOUSE,3247 GREENWOODS ROAD,197300,10.1
591,RS500.,LAND,500 US ROUTE 2 SOUTH,7200,5.0
592,GR004.,LOT & HOUSE,4003 GREENWOODS ROAD,134400,0.4
593,SM062.,LOT & HOUSE,576 SOUTH MAIN,209700,0.53
594,PF057.,LOT,57 POOR FARM ROAD,23900,0.15
595,SA245.,FARM & HOUSE,2303 ALBURGH  SPRINGS ROAD,591700,247.0
596,RS267.,LOT,267 US ROUTE 2 SOUTH,40800,0.96
597,TR053.,LAND & HOUSE,495 TRUCK ROUTE,176000,17.74
598,WS371.,FARM & HOUSE,34 STARLIGHT DRIVE,614500,271.2
599,MC006.,LOT & HOUSE,44 MOTT STREET SOUTH,237200,0.98
600,RT112.,LAND & HOUSE,1084 ROUTE 78,354000,11.6
601,WO007.,LOT,7 WOOD LANE,7800,0.5
602,WO008.,LOT,8 WOOD LANE,7800,0.5
603,GR261.,LAND & MHOME,1506 GREENWOODS ROAD,149400,6.59
604,JE003.,LOT  & HOUSE,89 JENNY LANE,268600,0.82
605,JE005.,LOT & HOUSE,125 JENNY LANE,281700,0.82
606,GP053.,WILDWOOD 02,53 GOOSEPOINT CAMPGROUND,6700,
607,GP029.,12 OUTBACK 312 BH,29 GOOSEPOINT   CAMPGROUND,14000,
608,RS568.,LAND & HOUSE,5366 US ROUTE 2 SOUTH,227300,10.07
609,ATB01.,88 PARK MODEL,1B ALBURGH  RV RESORT,6500,
610,PT022.,LOT,22 POINT OF TONGUE,160900,0.98
611,GR337.,LAND & HOME,832 GREENWOODS ROAD,232600,10.0
612,SA300.,LAND & HOUSE,2812 ALBURGH  SPRINGS ROAD,458100,3.83
613,CA017.,LOT & HOUSE,70 CARLE STREET,106700,0.16
614,BL047.,LAND & HOUSE,475 BLUE ROCK ROAD,541900,6.05
615,ATH06.,09 WOODLAND PARK,6H ALBURGH  RV  RESORT,14900,
616,WO006.,LOT & HOME,50 WOOD LANE,133200,0.47
617,WS264.,LOT & HOUSE,2482 WEST SHORE RD,352100,0.33
618,GR131.,LAND & MHOME,2770 GREENWOODS ROAD,131900,10.09
619,GP159.,2010 KEYSTONE,159 GOOSEPOINT CAMPGROUND,18000,
620,MD008.,LOT & HOUSE,106 MATTHIAS LANE,234200,0.65
621,RS518.,LAND & HOUSE,9 CHESTNUT WAY,197100,4.0
622,CS007.,LOT & MHOME,85 CLELAND SOUTH,115700,0.33
623,GP138.,2007 COUGAR KEYSTONE,138 GOOSEPOINT CAMPGROUND,8600,
624,LS004.,LOT & HOUSE,26 LAKE STREET,187600,0.25
625,SS007.,LOT & HOUSE,71 SOWLES STREET,100300,0.25
626,SS017.,HOUSE,168 SOWLES STREET,56900,
627,SS017.A,LOT,177 SOWLES STREET,45000,0.5
628,CN001.,LOT & HOUSE,9 CLELAND NORTH,183900,0.14
629,NM063.,LOT & HOUSE,603 NORTH MAIN STREET,141300,0.78
630,RS329.,LOT & HOUSE,3125 US ROUTE 2 SOUTH,174500,1.99
631,BD055.,LAND & HOUSE,541 BORDER ROAD,141300,1.03
632,ATG03.,WOODLAND  TIMBER RIDGE,3G ALBURGH  RV RESORT,42700,
633,MP003.,LOT & HOUSE,23 MUD POINT SOUTH,255600,0.16
634,DX026.,LOT AND MOBILE HOME,26 DESO DRIVE EXTENSION,120800,0.3
635,LS028.,LOT & MH,268 LAKE STREET,183800,1.03
636,SM068.,LOT & HOUSE,648 SOUTH MAIN,316700,1.7
637,CS028.,LOT & HOUSE,178 CLELAND SOUTH,158700,0.21
638,MA006.,LOT,6 MACOMBER POINT,241800,1.08
639,ATF21.,ESTATE,21F ALBURGH  RV RESORT,2500,
640,GP153.,2000 SUNVALLEY,153 GOOSEPOINT CAMPGROUND,6000,
641,SU008.,LOT & HOUSE,8 SUMMIT ROAD,244700,0.7
642,SM067.,LOT & HOUSE,645 SOUTH MAIN,149400,0.52
643,CE057.,LOT & HOUSE,57 CEDARVALE EST,283000,0.6
644,LS001.,LOT & HOUSE,19 LAKE STREET,147300,0.24
645,ATG21.,SPRINGDALE KEYSTONE,21G ALBURGH  RV  RESORT,14300,
646,CE083.,LOT & HOUSE,83 CEDARVALE EST,204600,0.48
647,PF041.,LOT & HOUSE,41 POOR FARM ROAD,241200,0.28
648,RO209.,LOT & HOUSE,209 ROUTE 129,177900,0.27
649,SM070.A,LOT & HOUSE,664 SOUTH MAIN,312800,0.39
650,SM070.,LOT & BUILDING,662 SOUTH MAIN,116800,0.5
651,MP009.A,MH,65 MUD POINT SOUTH,18100,
652,MI207.,FARM & HOUSE,1985 MIDDLE ROAD,1008000,654.01
653,RS554.A,LOT & MOBILE HOMES,5270 US ROUTE 2 SOUTH,157700,4.2
654,GR105.,LAND,3110 GREENWOODS ROAD,76400,10.01
655,RS345.,LAND & BUILDINGS,345 US ROUTE 2 SOUTH,151400,132.46
656,GR027.,LAND & HOUSE,3764 GREENWOODS ROAD,213000,2.51
657,MP001.,LOT & HOUSE,13 MUD POINT SOUTH,215400,0.2
658,TR081.,HOUSE & LAND,861 TRUCK ROUTE,162500,20.98
659,SA098.,LAND,98 ALBURGH  SPRINGS ROAD,235100,2.9
660,PF136.,LOT & HOUSE,136 POOR FARM ROAD,284800,0.8
661,WS234.,LOT & HOUSE,2164 WEST SHORE RD,297400,0.57
662,GP145.,2012 WILDWOOD DLX,145 GOOSEPOINT CAMPGROUND,12000,
663,GP144.,ASPEN FRONTIER 2025,144 GOOSEPOINT  CAMPGROUND,9000,
664,CS004.,LOT & HOUSE,38 CLELAND SOUTH,158400,0.09
665,CE071.,LOT & HOUSE,71 CEDARVALE EST,243700,0.49
666,FH111.,LAND & HOUSE,1061 FIRE HOUSE ROAD,209500,10.07
667,ATH09.,2016 PASSPORT,9H ALBURGH  RV RESORT,10300,
668,GP157.,R-VISION FLFB,157 GOOSEPOINT CAMPGROUND,8600,
669,WM134.,LOT & HOUSE,1280 WINDMILL POINT RD,334500,0.69
670,CG006.,LAND,6 CARRIGAN HEIGHTS,89800,10.5
671,WL024.,LOT & HOUSE,228 WINTER'S LANE,135900,0.57
672,RS526.,LAND & HOUSE,5066 US ROUTE 2 SOUTH,922000,108.06
673,GP027.,CHEROKEE GREY WOLFE,27 GOOSEPOINT   CAMPGROUND,10200,
674,RO139.,LOT & HOUSE,139 ROUTE 129,157500,0.16
675,RS088.,LOT & HOUSE,830 US ROUTE 2 SOUTH,72300,0.34
676,WS005.,LOT & HOUSE,51 WEST SHORE RD,230600,6.2
677,RS900.,LAND AND BUILDING,900 US ROUTE 2 SOUTH,7400,2.0
678,WX001.,LAND & HOUSE,120 ETHAN LANE,263000,10.0
679,WX003.,LOT & HOUSE,15 WINTER'S LANE EXT,156400,0.39
680,LS026.,LOT & HOUSE,39 MCCOY WOODS LANE,186100,0.68
681,KN002.,LOT & HOUSE,52 KIRK & FITTS NORTH,256500,0.66
682,DD007.,LOT & MHOME,160 DESO DRIVE,107200,0.69
683,WE048.,LAND & HOUSE,372 WINDMILL POINT EAST,254300,11.5
684,GP141.,2015 RETREAT PM,141 GOOSEPOINT   CAMPGROUND,18500,
685,RS120.,LOT & BUILDING,1130 US ROUTE 2 SOUTH,91200,1.68
686,CN017.,LOT & HOUSE,131 CLELAND NORTH,131500,0.11
687,TR067.,LAND & MHOME,639 TRUCK ROUTE,115000,10.0
688,AT001.,87 PARKMODEL,1 ALBURGH  RV RESORT,8000,
689,AT003.,'91 PARK MODEL,3 ALBURGH  RV RESORT,4400,
690,MB035.,SOLAR ARRAY ON TOWN PROPERTY,35 MISSILE BASE RD,171600,
691,RN236.,LAND & MHOME,2226 US ROUTE 2 NORTH,115200,8.25
692,WX010.,LOT & HOUSE,104 WINTER'S LANE EXT,183000,0.66
693,WL004.,LOT & MH,40 WINTER'S LANE,69600,0.51
694,RS132.,LOT & HOUSE,1246 US ROUTE 2 SOUTH,105800,0.49
695,BU041.,LAND & MHOME,405 BOUTAH ROAD,103300,18.0
696,PF090.,LAND & HOUSE,90 POOR FARM ROAD,413600,10.1
697,TR157.,LAND & HOUSE,1493 TRUCK ROUTE,195000,40.92
698,AN008.,LOT & HOUSE,47 ANICK AVENUE,112200,0.17
699,ME005.,LOT & HOUSE,51 MOONEY DRIVE,77400,0.2
700,HS008.,LOT & HOUSE,76 HUNTER SOUTH,362100,0.43
701,ATD02.,90 PK MODEL,2D ALBURGH  RV RESORT,10000,
702,ATH02.,2011 SILVERBACK,2H ALBURGH  RV RESORT,7800,
703,ATC37.,2013 SPRINTER 32,37C ALBURGH RV RESORT,12000,
704,FK039.,LOT & HOUSE,363 FISKE ROAD,242800,0.57
705,MS005.,LOT & HOUSE,43 MILK STREET,89000,0.33
706,LR094.,LAND & HOUSE,979 LINE ROAD,125300,12.0
707,ATD05.,97 BONAIR PARK MODEL,5D ALBURGH  RV  RESORT,3600,
708,BA027.,LOT & HOUSE,83 BAKER STREET EXTENSION,205100,0.59
709,EA035.,LOT & HOUSE,321 EAST ALBURGH  RD,309800,1.25
710,ATD09.,91 PARK MODEL,9D ALBURGH  RV RESORT,8000,
711,RS474.,LAND & HOUSE,4490 US ROUTE 2 SOUTH,322100,49.0
712,RS478.,MHOME,4516 US ROUTE 2 SOUTH,8000,
713,RS495.,LAND & HOUSE,4469 US ROUTE 2 SOUTH,242000,20.1
714,RS760.,LAND & HOUSE,7200 US ROUTE 2 SOUTH,315100,8.9
715,RS484.,LAND & HOUSE,4552 US ROUTE 2 SOUTH,273400,57.91
716,CE004.,LOT & HOUSE,4 CEDARVALE EST,321500,1.22
717,LS021.,LOT & MH,213 LAKE STREET,92200,0.46
718,GR110.,LAND & HOUSE,2989 GREENWOODS ROAD,200600,10.0
719,HN031.,LOT & HOUSE,293 HUNTER NORTH,201700,0.23
720,CE105.,LOT & HOUSE,105 CEDARVALE EST,288700,0.64
721,KF018.,LOT & HOUSE,174 KIRK & FITTS,164000,0.37
722,VA007.A-B,LOT & BUILDING,81 VANTINE AVENUE,63400,0.27
723,AS005.,LOT & HOUSE,55 ACADEMY STREET,150100,1.0
724,CS012.,HOUSE & LOT,82 CLELAND SOUTH,153500,0.1
725,AS009.,LOT & HOUSE,101 ACADEMY STREET,199600,1.0
726,NM011.,LOT & HOUSE,97 NORTH MAIN STREET,130800,0.5
727,ATA19.,80 CANTERBURY,19A ALBURGH  RV RESORT,4200,
728,MD013.,LOT & HOUSE,147 MATTHIAS LANE,118900,0.38
729,MP018.,LOT,130 MUD POINT SOUTH,8600,0.85
730,MP011.,LOT & HOUSE,81 MUD POINT SOUTH,175100,0.24
731,RS111.,LOT & HOUSE,1061 US ROUTE 2 SOUTH,109100,0.17
732,RS124.,LOT & HOUSE,1158 US ROUTE 2 SOUTH,116700,0.5
733,WO003.,LOT & MHOME,37 WOOD LANE,88500,0.4
734,WS365.,LOT & HOUSE,3453 WEST SHORE RD,217000,0.62
735,RS268.,LOT & HOUSE,2544 US ROUTE 2 SOUTH,178500,1.5
736,GP020.,2004 SALEM 5TH,20 GOOSEPOINT CAMPGROUND,5100,
737,CU001.,LOT & HOUSE,5 CENTER BAY SOUTH,138000,0.1
738,RE024.,LAND & HOUSE,24 RAILROAD EXTENSION,108300,10.06
739,EA011.,LOT & HOUSE,109 EAST ALBURGH  RD,117200,1.0
740,LS013.A,MOBILE HOME,121 LAKE STREET,11600,
741,EA034.,LOT & HOUSE,318 EAST ALBURGH  RD,118100,0.66
742,EA022.,LOT,206 EAST ALBURGH  RD,44700,0.69
743,EA025.,LOT & HOUSE,229 EAST ALBURGH  RD,164800,1.75
744,GR029.,LAND AND FARM BUILDINGS,29 GREENWOODS ROAD,95100,20.49
745,GR298.,WOOD LOT,298 GREENWOODS ROAD,16100,26.5
746,BU090.,LAND,90 BOUTAH ROAD,99300,92.65
