,tf_name,ratedKVA
1066,E101D 46C2,10.0
1067,E72805003081141,15.0
1068,E72805003081176,15.0
1069,E72805003081174,15.0
1070,E72805000063423,15.0
1071,E72805003081171,10.0
1072,E72805003101832,10.0
1073,E72805003081150,10.0
1074,E101C 43 V1,15.0
1075,E72805003081145,10.0
1076,E72805003081143,15.0
1077,E72805003081142,10.0
1078,E72805000039723,15.0
1079,E72805003081193,10.0
1080,E72805003081203,10.0
1081,E72805000040875,10.0
1082,E72805003103024,15.0
1083,E101C 71A1 V3,15.0
1084,E72805003105111,15.0
1085,E72805003103025,15.0
1086,E72905003081200,25.0
1087,E72905003081199,15.0
1088,E72805003081191,10.0
1089,E72805003081181,10.0
1090,E72805003081184,10.0
1091,E72805003081188,15.0
1092,E72805003081192,10.0
1093,E72805003081211,10.0
1094,E72805003081152,10.0
1095,E72805003081172,10.0
1096,E72805003081179,10.0
1097,E72805003081173,10.0
1098,E72805000042742,10.0
1099,E101C1 36,15.0
1100,E72805003095935,15.0
1101,E72805003081228,10.0
1102,E101C1 21A,15.0
1103,E72805000039763,10.0
1104,E72805003081239,10.0
1105,E72805003081238,10.0
1106,E72805000040101,10.0
1107,E72805003081221,10.0
1108,E72805003095923,10.0
1109,E72805003081209,10.0
1110,tran_6155,15.0
1111,E72805003095116,10.0
1112,E72805000062413,10.0
1113,E72805003081212,10.0
1114,E72805003081169,10.0
1115,E72805000044187,10.0
1116,E72805003081151,10.0
1117,E72805003081165,10.0
1118,E72805003081161,10.0
1119,E72805003081160,15.0
1120,E72805000062566,10.0
1121,E72805003081146,10.0
1122,E72805003081140,10.0
1123,E72805003081148,10.0
1124,E72805003081159,37.5
1125,E72805003081155,10.0
1126,E72805003095885,10.0
1127,E72805003081248,10.0
1128,E72805003081246,15.0
1129,E72805203079532,10.0
1130,E72805203079508,15.0
1131,E72805203079514,15.0
1132,E72805203079499,25.0
1133,E72805203079483,10.0
1134,E72805200040981,10.0
1135,E72805203079478,10.0
1136,E72805203079477,10.0
1137,E72805203097976,10.0
1138,E72805200059988,50.0
1139,tran_93058,50.0
1140,E72805200043768,15.0
1141,E100A 3 V5,15.0
1142,E100A 3 V2,15.0
1143,E72805200041661,15.0
1144,E72805200060416,10.0
1145,E72805203079727,75.0
1146,E100 35,45.0
1147,E72805203079481,10.0
1148,E72805200053593,10.0
1149,E72805203079480,10.0
1150,E72805203098768,10.0
1151,E72805200039411,10.0
1152,E72805203079757,10.0
1153,E72805203079758,10.0
1154,E72805203079744,15.0
1155,E72805203102326,15.0
1156,E72805203096338,10.0
1157,E72805203079733,10.0
1158,E72805203079732,15.0
1159,E72805200044068,10.0
1160,E100A 3 V3,15.0
1161,tran_2550,15.0
1162,E72805203079764,15.0
1163,E100A 22,10.0
1164,E72805203104109,10.0
1165,E72805203079761,10.0
1166,E72805203079756,10.0
1167,E72805200060752,10.0
1168,E72805200040775,10.0
1169,E72805203079800,10.0
1170,E72805203079797,10.0
1171,E72805203079772,167.0
1172,E72805203079775,10.0
1173,E72805200043731,10.0
1174,E72805200042463,10.0
1175,E72805203102327,15.0
1176,E72805203102364,15.0
1177,E72805200040180,15.0
1178,E72805203079822,10.0
1179,E72805203079816,15.0
1180,E72805203079813,10.0
1181,E72805203079814,15.0
1182,E72805203079811,10.0
1183,E72805203079809,10.0
1184,E72805203079812,10.0
1185,E72805203079817,10.0
1186,E72805203099987,15.0
1187,E72805203079818,15.0
1188,E72805203079820,15.0
1189,E72805203079832,15.0
1190,E72805203079831,15.0
1191,E72805203079828,15.0
1192,E72805200038561,15.0
1193,E101A 48 V1,25.0
1194,E72805203079692,10.0
1195,E72805203079681,10.0
1196,E72805200063882,10.0
1197,E72805203079677,50.0
1198,E72805203079680,10.0
1199,E72805203079560,10.0
1200,E72805203079666,10.0
1201,E72805203079675,10.0
1202,E72805203096341,10.0
1203,E72805203079591,15.0
1204,E72805203079588,10.0
1205,E72805203095538,15.0
1206,E72805203079577,10.0
1207,E72805203097034,10.0
1208,E72805203079570,10.0
1209,E72805200040493,10.0
1210,E72805203079563,100.0
1211,E72805203079561,10.0
1212,E72805203101265,25.0
1213,E72805203079656,10.0
1214,E72805203079655,10.0
1215,E72805203079652,10.0
1216,E72805203079654,10.0
1217,E72805203079658,10.0
1218,E72805203079662,10.0
1219,E72805203095859,10.0
1220,E72805203103932,10.0
1221,E72805203079599,10.0
1222,E72805203079594,15.0
1223,E72805203079593,25.0
1224,E72805200057098,15.0
1225,E72805200042671,10.0
1226,E72805200048095,15.0
1227,E72805200039785,10.0
1228,E72805200042418,10.0
1229,E72805203079657,10.0
1230,E72805203079651,10.0
1231,E72805203079650,10.0
1232,E72805203079649,10.0
1233,E72805203079638,10.0
1234,E72805203079625,10.0
1235,E72805203079624,15.0
1236,E72805203079616,15.0
1237,E72805203079607,10.0
1238,E72805200042487,10.0
1239,E72805203079629,15.0
1240,E72805203079632,10.0
1241,E72805203079633,10.0
1242,E72805203079639,15.0
1243,E72805203079609,10.0
1244,E72805203079608,10.0
1245,E72805203079610,15.0
1246,E72805203079614,10.0
1247,E72805203079615,25.0
1248,E72805203079617,10.0
1249,E72805203079581,10.0
1250,E72805203079583,10.0
1251,E72805200043670,15.0
1252,E72805203079596,15.0
1253,E72805203079606,10.0
1254,E72805203079605,10.0
1255,E72805203079562,15.0
1256,E72805203079566,10.0
1257,E72805203709569,10.0
1258,E72805203079571,10.0
1259,E72805203079573,10.0
1260,E72805203079575,10.0
1261,E72805003080967,50.0
1262,E72805000043625,10.0
1263,E72805003096788,10.0
1264,E72805000062158,15.0
1265,E72805003080964,10.0
1266,E72805203095511,15.0
1267,E101B 2X,10.0
1268,E72805003080995,10.0
1269,E72805003080984,15.0
1270,E72805003080980,10.0
1271,E72805003080979,50.0
1272,E72805003080978,10.0
1273,E72805003080970,10.0
1274,E72805003080968,10.0
1275,E72805003080332,112.5
1276,E72805000040977,15.0
1277,E72805003095022,15.0
1278,E72805003080998,25.0
1279,E72805003095111,15.0
1280,E72805003080988,25.0
1281,E72805003081014,10.0
1282,E72805000043127,10.0
1283,E72805003081004,10.0
1284,E72805000054414,10.0
1285,E72805003081003,15.0
1286,E72805000063747,25.0
1287,E101 85A V2,25.0
1288,E72805000054636,25.0
1289,E72805000049273,10.0
1290,E72805003081047,25.0
1291,E72805003081036,25.0
1292,E72805003081026,15.0
1293,E72805003081022,10.0
1294,E72805003081020,10.0
1295,E72805003081017,10.0
1296,E72805003081009,10.0
1297,E72805003081057,10.0
1298,E72805003081058,10.0
1299,E72805003081055,15.0
1300,E72805003081054,10.0
1301,E72805003081044,10.0
1302,E72805003081051,10.0
1303,E72805003081048,50.0
1304,E72805003081027,10.0
1305,E72805003081012,10.0
1306,E72805003081015,10.0
1307,E72805003081049,150.0
1308,E72805003081295,10.0
1309,E72805003081298,10.0
1310,E72805003081291,15.0
1311,E72805003081289,25.0
1312,E72805003081287,10.0
1313,E72805003081006,15.0
1314,E72805003081306,15.0
1315,E72805003081302,15.0
1316,E72805003081304,10.0
1317,E72805003081307,10.0
1318,E72805003081300,50.0
1319,E72805003081297,15.0
1320,E72805003081368,15.0
1321,E72805003081366,25.0
1322,E72805003081365,10.0
1323,E72805003081325,10.0
1324,E72805003081317,10.0
1325,E72805003081314,15.0
1326,E72805000040343,10.0
1327,E72805003081312,10.0
1328,E72805003081335,15.0
1329,E72805003081356,15.0
1330,E72805003081359,10.0
1331,E72805003081362,15.0
1332,E72805003081364,15.0
1333,E72805003081367,15.0
1334,E72805003081326,15.0
1335,E72805003081329,25.0
1336,E101E 33,25.0
1337,E72805003081333,10.0
1338,E72805000062745,15.0
1339,E72805003081321,15.0
1340,E72805003081310,10.0
1341,E72805003081320,15.0
1342,E72805003081319,10.0
1343,E72805003097992,10.0
1344,E72805003081324,10.0
1345,E72805000039488,25.0
1346,E72805003081372,10.0
1347,E72805003095466,10.0
1348,E72805003081318,10.0
1349,E72805000039954,10.0
1350,E72805003081308,10.0
1351,E72805000054653,10.0
1352,E101E 6,10.0
1353,E72805000039829,15.0
1354,E72805000042954,15.0
1355,E72805003100174,15.0
1356,E72805003081383,15.0
1357,E72805003081379,10.0
1358,E72805003081380,15.0
1359,E72805003081375,15.0
1360,E72805003081377,10.0
1361,E72805003081311,10.0
1362,E72805003081406,15.0
1363,E72805000040156,15.0
1364,E72805003095244,15.0
1365,E72805003081400,25.0
1366,E72805003081396,10.0
1367,E72805003081395,15.0
1368,E72805003081391,15.0
1369,E72805003081393,10.0
1370,E72805003081386,10.0
1371,E72805003081418,10.0
1372,E72805003081419,10.0
1373,E72805003081416,15.0
1374,E72805003081415,10.0
1375,E72805003081410,15.0
1376,E72805003081409,10.0
1377,E72805003081408,15.0
1378,E72805003081420,10.0
1379,E72805003081423,10.0
1380,E72805003081381,15.0
1381,E72805003081398,10.0
1382,E72805003081401,10.0
1383,E72805003080974,15.0
1384,E72805003080975,10.0
1385,E72805003080976,10.0
1386,E72805003080997,10.0
1387,E72805003081000,10.0
1388,E72805203079454,10.0
1389,E72805203103504,10.0
1390,E72805203079474,10.0
1391,E72805200061408,10.0
1392,E72805203079473,10.0
1393,E72805203079472,10.0
1394,E72805203079471,10.0
1395,E72805203079458,25.0
1396,E72805203079464,15.0
1397,E72805203105067,25.0
1398,E72805203079460,25.0
1399,E72805203079455,37.5
1400,E72805200040510,15.0
1401,E72805203079498,15.0
1402,E72805200043693,15.0
1403,EP03661,15.0
1404,E72805203079495,25.0
1405,E72805203079493,10.0
1406,E72805203079486,10.0
1407,E72805203079489,15.0
1408,E72805203079482,10.0
1409,E72805203079531,10.0
1410,E72805203079542,10.0
1411,E72805200059449,10.0
1412,E72805203079530,25.0
1413,E72805203079526,10.0
1414,E72805200043584,10.0
1415,E72805203079522,10.0
1416,E72805203079496,10.0
1417,E72805203079494,10.0
1418,E72805203079669,10.0
1419,E72805203079673,10.0
1420,E101A 4A,10.0
1421,E72805203079555,10.0
1422,E101 47,10.0
1423,E72805203079546,15.0
1424,E72805203079545,10.0
1425,E72805200040244,10.0
1426,E72805203079539,10.0
1427,E72805200040185,10.0
1428,E72805200040369,10.0
1429,E72805203095524,10.0
1430,E72805203079707,10.0
1431,E72805203079706,15.0
1432,E72805203079712,10.0
1433,E72805203079676,10.0
1434,E72805203079674,10.0
1435,E72805203079668,10.0
1436,E72805203079718,15.0
1437,E72805203079717,15.0
1438,E72805200040107,10.0
1439,E72805200042349,10.0
1440,E72805203079710,10.0
1441,E72805203095760,10.0
1442,E72805203095312,10.0
1443,E72805203079711,10.0
1444,E72805203079722,10.0
1445,E72805203079721,15.0
1446,E72805203079684,10.0
1447,E72805203079679,37.5
1448,E72805203096337,15.0
1449,E72805203079694,15.0
1450,E72805203079700,15.0
1451,E72805203079704,15.0
